descriptor,transform,structure,value_before,value_after,ratio,verdict,dimension_declaration_conflict
a2_max_dist,site_permutation,high_sym_small_cell,2.8200000000000003,2.8200000000000003,,invariant,n/a
poly_distortion_mean,site_permutation,high_sym_small_cell,1.5747844320924207e-16,1.5747844320924207e-16,,invariant,n/a
max_bond_length,site_permutation,high_sym_small_cell,2.8200000000000003,2.8200000000000003,,invariant,n/a
min_bond_length,site_permutation,high_sym_small_cell,2.8199999999999994,2.8199999999999994,,invariant,n/a
mean_bond_length,site_permutation,high_sym_small_cell,2.82,2.82,,invariant,n/a
target_bond_center,site_permutation,high_sym_small_cell,2.83,2.83,,invariant,n/a
poly_volume_mean,site_permutation,high_sym_small_cell,89.70307199999999,89.70307199999999,,invariant,n/a
coordination_number_mean,site_permutation,high_sym_small_cell,2.0,2.0,,invariant,n/a
ellipsoid_oblateness,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
direction_ratio,site_permutation,high_sym_small_cell,1.0000000000000002,1.0000000000000002,,invariant,n/a
bottleneck_anisotropy,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_composite,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
avg_na_neighbors,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
largest_component_ratio,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
network_dimension,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
component_count,site_permutation,high_sym_small_cell,1.0,1.0,,invariant,n/a
na_concentration,site_permutation,high_sym_small_cell,0.5,0.5,,invariant,n/a
na_occupancy_sum,site_permutation,high_sym_small_cell,1.0,1.0,,invariant,n/a
na_site_count,site_permutation,high_sym_small_cell,1.0,1.0,,invariant,n/a
interstitial_count,site_permutation,high_sym_small_cell,2.0,2.0,,invariant,n/a
interstitial_na_distance,site_permutation,high_sym_small_cell,4.2299999999999995,4.2299999999999995,,invariant,n/a
interstitial_channel_access,site_permutation,high_sym_small_cell,0.0,0.0,,invariant,n/a
interstitial_network_dim,site_permutation,high_sym_small_cell,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
path_tortuosity,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
na_x_en_diff,site_permutation,high_sym_small_cell,2.23,2.23,,invariant,n/a
charge_balance_deviation,site_permutation,high_sym_small_cell,0.0,0.0,,invariant,n/a
covalency_index,site_permutation,high_sym_small_cell,0.7115475428918885,0.7115475428918885,,invariant,n/a
framework_d_electron_weighted,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
space_group_number,site_permutation,high_sym_small_cell,123.0,123.0,,invariant,n/a
wyckoff_diversity,site_permutation,high_sym_small_cell,2.0,2.0,,invariant,n/a
partial_occupancy_ratio,site_permutation,high_sym_small_cell,0.0,0.0,,invariant,n/a
coordination_cv,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
volume_cv,site_permutation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
a2_max_dist,origin_shift,high_sym_small_cell,2.8200000000000003,2.8200000000000003,,invariant,n/a
poly_distortion_mean,origin_shift,high_sym_small_cell,1.5747844320924207e-16,1.5747844320924207e-16,,invariant,n/a
max_bond_length,origin_shift,high_sym_small_cell,2.8200000000000003,2.8200000000000003,,invariant,n/a
min_bond_length,origin_shift,high_sym_small_cell,2.8199999999999994,2.8199999999999994,,invariant,n/a
mean_bond_length,origin_shift,high_sym_small_cell,2.82,2.82,,invariant,n/a
target_bond_center,origin_shift,high_sym_small_cell,2.83,2.83,,invariant,n/a
poly_volume_mean,origin_shift,high_sym_small_cell,89.70307199999999,89.70307199999995,,invariant,n/a
coordination_number_mean,origin_shift,high_sym_small_cell,2.0,2.0,,invariant,n/a
ellipsoid_oblateness,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
direction_ratio,origin_shift,high_sym_small_cell,1.0000000000000002,1.0000000000000002,,invariant,n/a
bottleneck_anisotropy,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_composite,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
avg_na_neighbors,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
largest_component_ratio,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
network_dimension,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
component_count,origin_shift,high_sym_small_cell,1.0,1.0,,invariant,n/a
na_concentration,origin_shift,high_sym_small_cell,0.5,0.5,,invariant,n/a
na_occupancy_sum,origin_shift,high_sym_small_cell,1.0,1.0,,invariant,n/a
na_site_count,origin_shift,high_sym_small_cell,1.0,1.0,,invariant,n/a
interstitial_count,origin_shift,high_sym_small_cell,2.0,2.0,,invariant,n/a
interstitial_na_distance,origin_shift,high_sym_small_cell,4.2299999999999995,4.229999999999999,,invariant,n/a
interstitial_channel_access,origin_shift,high_sym_small_cell,0.0,0.0,,invariant,n/a
interstitial_network_dim,origin_shift,high_sym_small_cell,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
path_tortuosity,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
na_x_en_diff,origin_shift,high_sym_small_cell,2.23,2.23,,invariant,n/a
charge_balance_deviation,origin_shift,high_sym_small_cell,0.0,0.0,,invariant,n/a
covalency_index,origin_shift,high_sym_small_cell,0.7115475428918885,0.7115475428918885,,invariant,n/a
framework_d_electron_weighted,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
space_group_number,origin_shift,high_sym_small_cell,123.0,123.0,,invariant,n/a
wyckoff_diversity,origin_shift,high_sym_small_cell,2.0,2.0,,invariant,n/a
partial_occupancy_ratio,origin_shift,high_sym_small_cell,0.0,0.0,,invariant,n/a
coordination_cv,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
volume_cv,origin_shift,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
a2_max_dist,lattice_rotation,high_sym_small_cell,2.8200000000000003,2.8200000000000003,,invariant,n/a
poly_distortion_mean,lattice_rotation,high_sym_small_cell,1.5747844320924207e-16,1.1135407508395569e-16,,invariant,n/a
max_bond_length,lattice_rotation,high_sym_small_cell,2.8200000000000003,2.8200000000000003,,invariant,n/a
min_bond_length,lattice_rotation,high_sym_small_cell,2.8199999999999994,2.82,,invariant,n/a
mean_bond_length,lattice_rotation,high_sym_small_cell,2.82,2.8200000000000003,,invariant,n/a
target_bond_center,lattice_rotation,high_sym_small_cell,2.83,2.83,,invariant,n/a
poly_volume_mean,lattice_rotation,high_sym_small_cell,89.70307199999999,89.70307199999998,,invariant,n/a
coordination_number_mean,lattice_rotation,high_sym_small_cell,2.0,2.0,,invariant,n/a
ellipsoid_oblateness,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
direction_ratio,lattice_rotation,high_sym_small_cell,1.0000000000000002,1.0000000000000002,,invariant,n/a
bottleneck_anisotropy,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_composite,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
avg_na_neighbors,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
largest_component_ratio,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
network_dimension,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
component_count,lattice_rotation,high_sym_small_cell,1.0,1.0,,invariant,n/a
na_concentration,lattice_rotation,high_sym_small_cell,0.5,0.5,,invariant,n/a
na_occupancy_sum,lattice_rotation,high_sym_small_cell,1.0,1.0,,invariant,n/a
na_site_count,lattice_rotation,high_sym_small_cell,1.0,1.0,,invariant,n/a
interstitial_count,lattice_rotation,high_sym_small_cell,2.0,2.0,,invariant,n/a
interstitial_na_distance,lattice_rotation,high_sym_small_cell,4.2299999999999995,4.229999999999999,,invariant,n/a
interstitial_channel_access,lattice_rotation,high_sym_small_cell,0.0,0.0,,invariant,n/a
interstitial_network_dim,lattice_rotation,high_sym_small_cell,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
path_tortuosity,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
na_x_en_diff,lattice_rotation,high_sym_small_cell,2.23,2.23,,invariant,n/a
charge_balance_deviation,lattice_rotation,high_sym_small_cell,0.0,0.0,,invariant,n/a
covalency_index,lattice_rotation,high_sym_small_cell,0.7115475428918885,0.7115475428918885,,invariant,n/a
framework_d_electron_weighted,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
space_group_number,lattice_rotation,high_sym_small_cell,123.0,123.0,,invariant,n/a
wyckoff_diversity,lattice_rotation,high_sym_small_cell,2.0,2.0,,invariant,n/a
partial_occupancy_ratio,lattice_rotation,high_sym_small_cell,0.0,0.0,,invariant,n/a
coordination_cv,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
volume_cv,lattice_rotation,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
a2_max_dist,supercell,high_sym_small_cell,2.8200000000000003,2.8200000000000007,1,invariant,n/a
poly_distortion_mean,supercell,high_sym_small_cell,1.5747844320924207e-16,3.1495688641848414e-16,n/a,invariant,n/a
max_bond_length,supercell,high_sym_small_cell,2.8200000000000003,2.8200000000000007,1,invariant,n/a
min_bond_length,supercell,high_sym_small_cell,2.8199999999999994,2.819999999999999,1,invariant,n/a
mean_bond_length,supercell,high_sym_small_cell,2.82,2.82,1,invariant,n/a
target_bond_center,supercell,high_sym_small_cell,2.83,2.83,1,invariant,n/a
poly_volume_mean,supercell,high_sym_small_cell,89.70307199999999,89.70307199999998,1,invariant,n/a
coordination_number_mean,supercell,high_sym_small_cell,2.0,2.0,1,invariant,n/a
ellipsoid_oblateness,supercell,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
direction_ratio,supercell,high_sym_small_cell,1.0000000000000002,1.0000000000000007,1,invariant,n/a
bottleneck_anisotropy,supercell,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_composite,supercell,high_sym_small_cell,nan,0.0,n/a,nan_introduced,n/a
avg_na_neighbors,supercell,high_sym_small_cell,nan,0.0,n/a,nan_introduced,n/a
largest_component_ratio,supercell,high_sym_small_cell,nan,0.5,n/a,nan_introduced,n/a
network_dimension,supercell,high_sym_small_cell,nan,0.0,n/a,nan_introduced,n/a
component_count,supercell,high_sym_small_cell,1.0,2.0,2,changed,n/a
na_concentration,supercell,high_sym_small_cell,0.5,0.5,1,invariant,n/a
na_occupancy_sum,supercell,high_sym_small_cell,1.0,2.0,2,changed,n/a
na_site_count,supercell,high_sym_small_cell,1.0,2.0,2,changed,n/a
interstitial_count,supercell,high_sym_small_cell,2.0,4.0,2,changed,n/a
interstitial_na_distance,supercell,high_sym_small_cell,4.2299999999999995,4.2299999999999995,1,invariant,n/a
interstitial_channel_access,supercell,high_sym_small_cell,0.0,0.0,n/a,invariant,n/a
interstitial_network_dim,supercell,high_sym_small_cell,2.0,2.0,1,invariant,n/a
bvse_barrier_estimate,supercell,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,supercell,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,supercell,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,supercell,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,supercell,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,supercell,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,supercell,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
path_tortuosity,supercell,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,supercell,high_sym_small_cell,nan,0.0,n/a,nan_introduced,n/a
na_x_en_diff,supercell,high_sym_small_cell,2.23,2.23,1,invariant,n/a
charge_balance_deviation,supercell,high_sym_small_cell,0.0,0.0,n/a,invariant,n/a
covalency_index,supercell,high_sym_small_cell,0.7115475428918885,0.7115475428918885,1,invariant,n/a
framework_d_electron_weighted,supercell,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
space_group_number,supercell,high_sym_small_cell,123.0,123.0,1,invariant,n/a
wyckoff_diversity,supercell,high_sym_small_cell,2.0,2.0,1,invariant,n/a
partial_occupancy_ratio,supercell,high_sym_small_cell,0.0,0.0,n/a,invariant,n/a
coordination_cv,supercell,high_sym_small_cell,nan,0.0,n/a,nan_introduced,n/a
volume_cv,supercell,high_sym_small_cell,nan,1.5842104844750476e-16,n/a,nan_introduced,n/a
a2_max_dist,isotropic_scale,high_sym_small_cell,2.8200000000000003,2.961,1.05,changed,false
poly_distortion_mean,isotropic_scale,high_sym_small_cell,1.5747844320924207e-16,0.0,n/a,invariant,n/a
max_bond_length,isotropic_scale,high_sym_small_cell,2.8200000000000003,2.961,1.05,changed,false
min_bond_length,isotropic_scale,high_sym_small_cell,2.8199999999999994,2.961,1.05,changed,false
mean_bond_length,isotropic_scale,high_sym_small_cell,2.82,2.961,1.05,changed,false
target_bond_center,isotropic_scale,high_sym_small_cell,2.83,2.83,1,invariant,true
poly_volume_mean,isotropic_scale,high_sym_small_cell,89.70307199999999,103.842518724,1.15763,changed,false
coordination_number_mean,isotropic_scale,high_sym_small_cell,2.0,2.0,1,invariant,false
ellipsoid_oblateness,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
direction_ratio,isotropic_scale,high_sym_small_cell,1.0000000000000002,1.0,1,invariant,false
bottleneck_anisotropy,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_composite,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
avg_na_neighbors,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
largest_component_ratio,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
network_dimension,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
component_count,isotropic_scale,high_sym_small_cell,1.0,1.0,1,invariant,false
na_concentration,isotropic_scale,high_sym_small_cell,0.5,0.5,1,invariant,true
na_occupancy_sum,isotropic_scale,high_sym_small_cell,1.0,1.0,1,invariant,false
na_site_count,isotropic_scale,high_sym_small_cell,1.0,1.0,1,invariant,false
interstitial_count,isotropic_scale,high_sym_small_cell,2.0,2.0,1,invariant,false
interstitial_na_distance,isotropic_scale,high_sym_small_cell,4.2299999999999995,4.4415,1.05,changed,false
interstitial_channel_access,isotropic_scale,high_sym_small_cell,0.0,0.0,n/a,invariant,n/a
interstitial_network_dim,isotropic_scale,high_sym_small_cell,2.0,2.0,1,invariant,false
bvse_barrier_estimate,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
path_tortuosity,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
na_x_en_diff,isotropic_scale,high_sym_small_cell,2.23,2.23,1,invariant,false
charge_balance_deviation,isotropic_scale,high_sym_small_cell,0.0,0.0,n/a,invariant,n/a
covalency_index,isotropic_scale,high_sym_small_cell,0.7115475428918885,0.7115475428918885,1,invariant,false
framework_d_electron_weighted,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
space_group_number,isotropic_scale,high_sym_small_cell,123.0,123.0,1,invariant,false
wyckoff_diversity,isotropic_scale,high_sym_small_cell,2.0,2.0,1,invariant,false
partial_occupancy_ratio,isotropic_scale,high_sym_small_cell,0.0,0.0,n/a,invariant,n/a
coordination_cv,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
volume_cv,isotropic_scale,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
a2_max_dist,occupancy_split,high_sym_small_cell,2.8200000000000003,2.8200000000000003,,invariant,n/a
poly_distortion_mean,occupancy_split,high_sym_small_cell,1.5747844320924207e-16,1.5747844320924207e-16,,invariant,n/a
max_bond_length,occupancy_split,high_sym_small_cell,2.8200000000000003,2.8200000000000003,,invariant,n/a
min_bond_length,occupancy_split,high_sym_small_cell,2.8199999999999994,2.8199999999999994,,invariant,n/a
mean_bond_length,occupancy_split,high_sym_small_cell,2.82,2.82,,invariant,n/a
target_bond_center,occupancy_split,high_sym_small_cell,2.83,2.8,,changed,n/a
poly_volume_mean,occupancy_split,high_sym_small_cell,89.70307199999999,89.70307199999999,,invariant,n/a
coordination_number_mean,occupancy_split,high_sym_small_cell,2.0,4.0,,changed,n/a
ellipsoid_oblateness,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
direction_ratio,occupancy_split,high_sym_small_cell,1.0000000000000002,1.0,,invariant,n/a
bottleneck_anisotropy,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_composite,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
avg_na_neighbors,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
largest_component_ratio,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
network_dimension,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
component_count,occupancy_split,high_sym_small_cell,1.0,1.0,,invariant,n/a
na_concentration,occupancy_split,high_sym_small_cell,0.5,0.3333333333333333,,changed,n/a
na_occupancy_sum,occupancy_split,high_sym_small_cell,1.0,1.0,,invariant,n/a
na_site_count,occupancy_split,high_sym_small_cell,1.0,1.0,,invariant,n/a
interstitial_count,occupancy_split,high_sym_small_cell,2.0,2.0,,invariant,n/a
interstitial_na_distance,occupancy_split,high_sym_small_cell,4.2299999999999995,4.2299999999999995,,invariant,n/a
interstitial_channel_access,occupancy_split,high_sym_small_cell,0.0,0.0,,invariant,n/a
interstitial_network_dim,occupancy_split,high_sym_small_cell,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
path_tortuosity,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
na_x_en_diff,occupancy_split,high_sym_small_cell,2.23,2.23,,invariant,n/a
charge_balance_deviation,occupancy_split,high_sym_small_cell,0.0,0.0,,invariant,n/a
covalency_index,occupancy_split,high_sym_small_cell,0.7115475428918885,0.7115475428918885,,invariant,n/a
framework_d_electron_weighted,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
space_group_number,occupancy_split,high_sym_small_cell,123.0,nan,n/a,nan_introduced,n/a
wyckoff_diversity,occupancy_split,high_sym_small_cell,2.0,nan,n/a,nan_introduced,n/a
partial_occupancy_ratio,occupancy_split,high_sym_small_cell,0.0,0.6666666666666666,,changed,n/a
coordination_cv,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
volume_cv,occupancy_split,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
a2_max_dist,geometry_jitter,high_sym_small_cell,2.8200000000000003,2.8405177103664254,,changed,n/a
poly_distortion_mean,geometry_jitter,high_sym_small_cell,1.5747844320924207e-16,0.00692472658760461,,changed,n/a
max_bond_length,geometry_jitter,high_sym_small_cell,2.8200000000000003,2.8405177103664254,,changed,n/a
min_bond_length,geometry_jitter,high_sym_small_cell,2.8199999999999994,2.801448636001362,,changed,n/a
mean_bond_length,geometry_jitter,high_sym_small_cell,2.82,2.820983173183894,,changed,n/a
target_bond_center,geometry_jitter,high_sym_small_cell,2.83,2.83,,invariant,n/a
poly_volume_mean,geometry_jitter,high_sym_small_cell,89.70307199999999,89.70307200000002,,invariant,n/a
coordination_number_mean,geometry_jitter,high_sym_small_cell,2.0,2.0,,invariant,n/a
ellipsoid_oblateness,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
direction_ratio,geometry_jitter,high_sym_small_cell,1.0000000000000002,1.0139460255893995,,changed,n/a
bottleneck_anisotropy,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_composite,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
avg_na_neighbors,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
largest_component_ratio,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
network_dimension,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
component_count,geometry_jitter,high_sym_small_cell,1.0,1.0,,invariant,n/a
na_concentration,geometry_jitter,high_sym_small_cell,0.5,0.5,,invariant,n/a
na_occupancy_sum,geometry_jitter,high_sym_small_cell,1.0,1.0,,invariant,n/a
na_site_count,geometry_jitter,high_sym_small_cell,1.0,1.0,,invariant,n/a
interstitial_count,geometry_jitter,high_sym_small_cell,2.0,2.0,,invariant,n/a
interstitial_na_distance,geometry_jitter,high_sym_small_cell,4.2299999999999995,4.200665103374911,,changed,n/a
interstitial_channel_access,geometry_jitter,high_sym_small_cell,0.0,0.0,,invariant,n/a
interstitial_network_dim,geometry_jitter,high_sym_small_cell,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
path_tortuosity,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
na_x_en_diff,geometry_jitter,high_sym_small_cell,2.23,2.23,,invariant,n/a
charge_balance_deviation,geometry_jitter,high_sym_small_cell,0.0,0.0,,invariant,n/a
covalency_index,geometry_jitter,high_sym_small_cell,0.7115475428918885,0.7115475428918885,,invariant,n/a
framework_d_electron_weighted,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
space_group_number,geometry_jitter,high_sym_small_cell,123.0,1.0,,changed,n/a
wyckoff_diversity,geometry_jitter,high_sym_small_cell,2.0,2.0,,invariant,n/a
partial_occupancy_ratio,geometry_jitter,high_sym_small_cell,0.0,0.0,,invariant,n/a
coordination_cv,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
volume_cv,geometry_jitter,high_sym_small_cell,nan,nan,n/a,nan_both,n/a
a2_max_dist,site_permutation,fractional_occupancy,1.6970562748477143,1.6970562748477143,,invariant,n/a
poly_distortion_mean,site_permutation,fractional_occupancy,6.542051911182396e-17,6.542051911182396e-17,,invariant,n/a
max_bond_length,site_permutation,fractional_occupancy,1.6970562748477143,1.6970562748477143,,invariant,n/a
min_bond_length,site_permutation,fractional_occupancy,1.697056274847714,1.697056274847714,,invariant,n/a
mean_bond_length,site_permutation,fractional_occupancy,1.697056274847714,1.697056274847714,,invariant,n/a
target_bond_center,site_permutation,fractional_occupancy,2.3899999999999997,2.3899999999999997,,invariant,n/a
poly_volume_mean,site_permutation,fractional_occupancy,33.375815407969675,33.375815407969625,,invariant,n/a
coordination_number_mean,site_permutation,fractional_occupancy,4.0,4.0,,invariant,n/a
ellipsoid_oblateness,site_permutation,fractional_occupancy,5.376505587124321,5.376505587124321,,invariant,n/a
direction_ratio,site_permutation,fractional_occupancy,1.0000000000000002,1.0000000000000002,,invariant,n/a
bottleneck_anisotropy,site_permutation,fractional_occupancy,nan,nan,n/a,nan_both,n/a
nana_composite,site_permutation,fractional_occupancy,nan,nan,n/a,nan_both,n/a
avg_na_neighbors,site_permutation,fractional_occupancy,nan,nan,n/a,nan_both,n/a
largest_component_ratio,site_permutation,fractional_occupancy,nan,nan,n/a,nan_both,n/a
network_dimension,site_permutation,fractional_occupancy,nan,nan,n/a,nan_both,n/a
component_count,site_permutation,fractional_occupancy,1.0,1.0,,invariant,n/a
na_concentration,site_permutation,fractional_occupancy,0.16666666666666666,0.16666666666666666,,invariant,n/a
na_occupancy_sum,site_permutation,fractional_occupancy,0.5,0.5,,invariant,n/a
