descriptor,transform,structure,value_before,value_after,ratio,verdict,dimension_declaration_conflict
framework_d_electron_weighted,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
space_group_number,isotropic_scale,single_anion_o,129.0,129.0,1,invariant,false
wyckoff_diversity,isotropic_scale,single_anion_o,2.0,2.0,1,invariant,false
partial_occupancy_ratio,isotropic_scale,single_anion_o,0.0,0.0,n/a,invariant,n/a
coordination_cv,isotropic_scale,single_anion_o,0.0,0.0,n/a,invariant,n/a
volume_cv,isotropic_scale,single_anion_o,1.5020374708722993e-16,1.8349653493144918e-16,n/a,invariant,n/a
a2_max_dist,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_distortion_mean,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
max_bond_length,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
min_bond_length,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
mean_bond_length,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
target_bond_center,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_volume_mean,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
coordination_number_mean,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
ellipsoid_oblateness,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
direction_ratio,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
bottleneck_anisotropy,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_composite,occupancy_split,single_anion_o,0.0625,0.0625,,invariant,n/a
avg_na_neighbors,occupancy_split,single_anion_o,2.0,2.0,,invariant,n/a
largest_component_ratio,occupancy_split,single_anion_o,1.0,1.0,,invariant,n/a
network_dimension,occupancy_split,single_anion_o,0.0,0.0,,invariant,n/a
component_count,occupancy_split,single_anion_o,1.0,1.0,,invariant,n/a
na_concentration,occupancy_split,single_anion_o,0.5,0.4444444444444444,,changed,n/a
na_occupancy_sum,occupancy_split,single_anion_o,4.0,4.0,,invariant,n/a
na_site_count,occupancy_split,single_anion_o,4.0,4.0,,invariant,n/a
interstitial_count,occupancy_split,single_anion_o,44.0,44.0,,invariant,n/a
interstitial_na_distance,occupancy_split,single_anion_o,3.461391041074474,3.461391041074474,,invariant,n/a
interstitial_channel_access,occupancy_split,single_anion_o,0.09090909090909091,0.09090909090909091,,invariant,n/a
interstitial_network_dim,occupancy_split,single_anion_o,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,occupancy_split,single_anion_o,90.0,90.0,,invariant,n/a
nana_second_neighbor_dist,occupancy_split,single_anion_o,4.0,4.0,,invariant,n/a
path_tortuosity,occupancy_split,single_anion_o,1.0,1.0,,invariant,n/a
nana_spacing_uniformity,occupancy_split,single_anion_o,0.17157287525381,0.17157287525381,,invariant,n/a
na_x_en_diff,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
charge_balance_deviation,occupancy_split,single_anion_o,0.3333333333333333,0.3333333333333333,,invariant,n/a
covalency_index,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_d_electron_weighted,occupancy_split,single_anion_o,nan,nan,n/a,nan_both,n/a
space_group_number,occupancy_split,single_anion_o,129.0,nan,n/a,nan_introduced,n/a
wyckoff_diversity,occupancy_split,single_anion_o,2.0,nan,n/a,nan_introduced,n/a
partial_occupancy_ratio,occupancy_split,single_anion_o,0.0,0.2222222222222222,,changed,n/a
coordination_cv,occupancy_split,single_anion_o,0.0,nan,n/a,nan_introduced,n/a
volume_cv,occupancy_split,single_anion_o,1.5020374708722993e-16,0.0,,invariant,n/a
a2_max_dist,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_distortion_mean,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
max_bond_length,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
min_bond_length,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
mean_bond_length,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
target_bond_center,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_volume_mean,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
coordination_number_mean,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
ellipsoid_oblateness,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
direction_ratio,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
bottleneck_anisotropy,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_composite,geometry_jitter,single_anion_o,0.0625,0.0625,,invariant,n/a
avg_na_neighbors,geometry_jitter,single_anion_o,2.0,2.0,,invariant,n/a
largest_component_ratio,geometry_jitter,single_anion_o,1.0,1.0,,invariant,n/a
network_dimension,geometry_jitter,single_anion_o,0.0,0.0,,invariant,n/a
component_count,geometry_jitter,single_anion_o,1.0,1.0,,invariant,n/a
na_concentration,geometry_jitter,single_anion_o,0.5,0.5,,invariant,n/a
na_occupancy_sum,geometry_jitter,single_anion_o,4.0,4.0,,invariant,n/a
na_site_count,geometry_jitter,single_anion_o,4.0,4.0,,invariant,n/a
interstitial_count,geometry_jitter,single_anion_o,44.0,40.0,,changed,n/a
interstitial_na_distance,geometry_jitter,single_anion_o,3.461391041074474,3.4307465673032964,,changed,n/a
interstitial_channel_access,geometry_jitter,single_anion_o,0.09090909090909091,0.1,,changed,n/a
interstitial_network_dim,geometry_jitter,single_anion_o,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,geometry_jitter,single_anion_o,90.0,89.98109278802505,,changed,n/a
nana_second_neighbor_dist,geometry_jitter,single_anion_o,4.0,3.979627204744129,,changed,n/a
path_tortuosity,geometry_jitter,single_anion_o,1.0,1.005291859650729,,changed,n/a
nana_spacing_uniformity,geometry_jitter,single_anion_o,0.17157287525381,0.17164227268807972,,changed,n/a
na_x_en_diff,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
charge_balance_deviation,geometry_jitter,single_anion_o,0.3333333333333333,0.3333333333333333,,invariant,n/a
covalency_index,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_d_electron_weighted,geometry_jitter,single_anion_o,nan,nan,n/a,nan_both,n/a
space_group_number,geometry_jitter,single_anion_o,129.0,1.0,,changed,n/a
wyckoff_diversity,geometry_jitter,single_anion_o,2.0,8.0,,changed,n/a
partial_occupancy_ratio,geometry_jitter,single_anion_o,0.0,0.0,,invariant,n/a
coordination_cv,geometry_jitter,single_anion_o,0.0,0.0,,invariant,n/a
volume_cv,geometry_jitter,single_anion_o,1.5020374708722993e-16,0.0144108487564391,,changed,n/a
a2_max_dist,site_permutation,mixed_anion,3.4641016151377544,3.4641016151377544,,invariant,n/a
poly_distortion_mean,site_permutation,mixed_anion,0.046070182678574816,0.046070182678574816,,invariant,n/a
max_bond_length,site_permutation,mixed_anion,3.4641016151377544,3.4641016151377544,,invariant,n/a
min_bond_length,site_permutation,mixed_anion,3.1462643699419726,3.1462643699419726,,invariant,n/a
mean_bond_length,site_permutation,mixed_anion,3.3581558667391604,3.3581558667391604,,invariant,n/a
target_bond_center,site_permutation,mixed_anion,2.533333333333333,2.533333333333333,,invariant,n/a
poly_volume_mean,site_permutation,mixed_anion,81.6648148148148,81.6648148148148,,invariant,n/a
coordination_number_mean,site_permutation,mixed_anion,2.5,2.5,,invariant,n/a
ellipsoid_oblateness,site_permutation,mixed_anion,2.000000000000001,2.000000000000001,,invariant,n/a
direction_ratio,site_permutation,mixed_anion,1.0,1.0,,invariant,n/a
bottleneck_anisotropy,site_permutation,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_composite,site_permutation,mixed_anion,0.0,0.0,,invariant,n/a
avg_na_neighbors,site_permutation,mixed_anion,0.0,0.0,,invariant,n/a
largest_component_ratio,site_permutation,mixed_anion,0.5,0.5,,invariant,n/a
network_dimension,site_permutation,mixed_anion,0.0,0.0,,invariant,n/a
component_count,site_permutation,mixed_anion,2.0,2.0,,invariant,n/a
na_concentration,site_permutation,mixed_anion,0.2857142857142857,0.2857142857142857,,invariant,n/a
na_occupancy_sum,site_permutation,mixed_anion,2.0,2.0,,invariant,n/a
na_site_count,site_permutation,mixed_anion,2.0,2.0,,invariant,n/a
interstitial_count,site_permutation,mixed_anion,39.0,39.0,,invariant,n/a
interstitial_na_distance,site_permutation,mixed_anion,3.470415540000379,3.470415540000379,,invariant,n/a
interstitial_channel_access,site_permutation,mixed_anion,0.1282051282051282,0.1282051282051282,,invariant,n/a
interstitial_network_dim,site_permutation,mixed_anion,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,site_permutation,mixed_anion,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,site_permutation,mixed_anion,1.0745187615662664,1.0745187615662664,,invariant,n/a
framework_poly_distortion,site_permutation,mixed_anion,0.09214036535714963,0.09214036535714963,,invariant,n/a
framework_na_distance_stability,site_permutation,mixed_anion,0.17157287525380996,0.17157287525380996,,invariant,n/a
framework_sharing_topology,site_permutation,mixed_anion,1.0,1.0,,invariant,n/a
nana_nana_angle_mean,site_permutation,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,site_permutation,mixed_anion,nan,nan,n/a,nan_both,n/a
path_tortuosity,site_permutation,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,site_permutation,mixed_anion,0.0,0.0,,invariant,n/a
na_x_en_diff,site_permutation,mixed_anion,2.614,2.614,,invariant,n/a
charge_balance_deviation,site_permutation,mixed_anion,0.4666666666666667,0.4666666666666667,,invariant,n/a
covalency_index,site_permutation,mixed_anion,0.8041296022480828,0.8041296022480828,,invariant,n/a
framework_d_electron_weighted,site_permutation,mixed_anion,0.5,0.5,,invariant,n/a
space_group_number,site_permutation,mixed_anion,1.0,1.0,,invariant,n/a
wyckoff_diversity,site_permutation,mixed_anion,7.0,7.0,,invariant,n/a
partial_occupancy_ratio,site_permutation,mixed_anion,0.0,0.0,,invariant,n/a
coordination_cv,site_permutation,mixed_anion,0.16129032258064516,0.16129032258064516,,invariant,n/a
volume_cv,site_permutation,mixed_anion,0.19210186172022045,0.19210186172022045,,invariant,n/a
a2_max_dist,origin_shift,mixed_anion,3.4641016151377544,3.464101615137755,,invariant,n/a
poly_distortion_mean,origin_shift,mixed_anion,0.046070182678574816,0.04607018267857487,,invariant,n/a
max_bond_length,origin_shift,mixed_anion,3.4641016151377544,3.464101615137755,,invariant,n/a
min_bond_length,origin_shift,mixed_anion,3.1462643699419726,3.146264369941972,,invariant,n/a
mean_bond_length,origin_shift,mixed_anion,3.3581558667391604,3.3581558667391604,,invariant,n/a
target_bond_center,origin_shift,mixed_anion,2.533333333333333,2.533333333333333,,invariant,n/a
poly_volume_mean,origin_shift,mixed_anion,81.6648148148148,81.66481481481483,,invariant,n/a
coordination_number_mean,origin_shift,mixed_anion,2.5,2.5,,invariant,n/a
ellipsoid_oblateness,origin_shift,mixed_anion,2.000000000000001,2.000000000000001,,invariant,n/a
direction_ratio,origin_shift,mixed_anion,1.0,1.0,,invariant,n/a
bottleneck_anisotropy,origin_shift,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_composite,origin_shift,mixed_anion,0.0,0.0,,invariant,n/a
avg_na_neighbors,origin_shift,mixed_anion,0.0,0.0,,invariant,n/a
largest_component_ratio,origin_shift,mixed_anion,0.5,0.5,,invariant,n/a
network_dimension,origin_shift,mixed_anion,0.0,0.0,,invariant,n/a
component_count,origin_shift,mixed_anion,2.0,2.0,,invariant,n/a
na_concentration,origin_shift,mixed_anion,0.2857142857142857,0.2857142857142857,,invariant,n/a
na_occupancy_sum,origin_shift,mixed_anion,2.0,2.0,,invariant,n/a
na_site_count,origin_shift,mixed_anion,2.0,2.0,,invariant,n/a
interstitial_count,origin_shift,mixed_anion,39.0,38.0,,changed,n/a
interstitial_na_distance,origin_shift,mixed_anion,3.470415540000379,3.455765535188581,,changed,n/a
interstitial_channel_access,origin_shift,mixed_anion,0.1282051282051282,0.13157894736842105,,changed,n/a
interstitial_network_dim,origin_shift,mixed_anion,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,origin_shift,mixed_anion,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,origin_shift,mixed_anion,1.0745187615662664,1.0745187615662664,,invariant,n/a
framework_poly_distortion,origin_shift,mixed_anion,0.09214036535714963,0.0921403653571497,,invariant,n/a
framework_na_distance_stability,origin_shift,mixed_anion,0.17157287525380996,0.17157287525380993,,invariant,n/a
framework_sharing_topology,origin_shift,mixed_anion,1.0,1.0,,invariant,n/a
nana_nana_angle_mean,origin_shift,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,origin_shift,mixed_anion,nan,nan,n/a,nan_both,n/a
path_tortuosity,origin_shift,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,origin_shift,mixed_anion,0.0,0.0,,invariant,n/a
na_x_en_diff,origin_shift,mixed_anion,2.614,2.614,,invariant,n/a
charge_balance_deviation,origin_shift,mixed_anion,0.4666666666666667,0.4666666666666667,,invariant,n/a
covalency_index,origin_shift,mixed_anion,0.8041296022480828,0.8041296022480828,,invariant,n/a
framework_d_electron_weighted,origin_shift,mixed_anion,0.5,0.5,,invariant,n/a
space_group_number,origin_shift,mixed_anion,1.0,1.0,,invariant,n/a
wyckoff_diversity,origin_shift,mixed_anion,7.0,7.0,,invariant,n/a
partial_occupancy_ratio,origin_shift,mixed_anion,0.0,0.0,,invariant,n/a
coordination_cv,origin_shift,mixed_anion,0.16129032258064516,0.16129032258064516,,invariant,n/a
volume_cv,origin_shift,mixed_anion,0.19210186172022045,0.19210186172022065,,invariant,n/a
a2_max_dist,lattice_rotation,mixed_anion,3.4641016151377544,3.464101615137755,,invariant,n/a
poly_distortion_mean,lattice_rotation,mixed_anion,0.046070182678574816,0.04607018267857486,,invariant,n/a
max_bond_length,lattice_rotation,mixed_anion,3.4641016151377544,3.464101615137755,,invariant,n/a
min_bond_length,lattice_rotation,mixed_anion,3.1462643699419726,3.1462643699419726,,invariant,n/a
mean_bond_length,lattice_rotation,mixed_anion,3.3581558667391604,3.3581558667391604,,invariant,n/a
target_bond_center,lattice_rotation,mixed_anion,2.533333333333333,2.533333333333333,,invariant,n/a
poly_volume_mean,lattice_rotation,mixed_anion,81.6648148148148,81.66481481481483,,invariant,n/a
coordination_number_mean,lattice_rotation,mixed_anion,2.5,2.5,,invariant,n/a
ellipsoid_oblateness,lattice_rotation,mixed_anion,2.000000000000001,2.0000000000000004,,invariant,n/a
direction_ratio,lattice_rotation,mixed_anion,1.0,1.0000000000000002,,invariant,n/a
bottleneck_anisotropy,lattice_rotation,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_composite,lattice_rotation,mixed_anion,0.0,0.0,,invariant,n/a
avg_na_neighbors,lattice_rotation,mixed_anion,0.0,0.0,,invariant,n/a
largest_component_ratio,lattice_rotation,mixed_anion,0.5,0.5,,invariant,n/a
network_dimension,lattice_rotation,mixed_anion,0.0,0.0,,invariant,n/a
component_count,lattice_rotation,mixed_anion,2.0,2.0,,invariant,n/a
na_concentration,lattice_rotation,mixed_anion,0.2857142857142857,0.2857142857142857,,invariant,n/a
na_occupancy_sum,lattice_rotation,mixed_anion,2.0,2.0,,invariant,n/a
na_site_count,lattice_rotation,mixed_anion,2.0,2.0,,invariant,n/a
interstitial_count,lattice_rotation,mixed_anion,39.0,38.0,,changed,n/a
interstitial_na_distance,lattice_rotation,mixed_anion,3.470415540000379,3.455765535188581,,changed,n/a
interstitial_channel_access,lattice_rotation,mixed_anion,0.1282051282051282,0.10526315789473684,,changed,n/a
interstitial_network_dim,lattice_rotation,mixed_anion,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,lattice_rotation,mixed_anion,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,lattice_rotation,mixed_anion,1.0745187615662664,1.0745187615662664,,invariant,n/a
framework_poly_distortion,lattice_rotation,mixed_anion,0.09214036535714963,0.09214036535714966,,invariant,n/a
framework_na_distance_stability,lattice_rotation,mixed_anion,0.17157287525380996,0.1715728752538099,,invariant,n/a
framework_sharing_topology,lattice_rotation,mixed_anion,1.0,1.0,,invariant,n/a
nana_nana_angle_mean,lattice_rotation,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,lattice_rotation,mixed_anion,nan,nan,n/a,nan_both,n/a
path_tortuosity,lattice_rotation,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,lattice_rotation,mixed_anion,0.0,0.0,,invariant,n/a
na_x_en_diff,lattice_rotation,mixed_anion,2.614,2.614,,invariant,n/a
charge_balance_deviation,lattice_rotation,mixed_anion,0.4666666666666667,0.4666666666666667,,invariant,n/a
covalency_index,lattice_rotation,mixed_anion,0.8041296022480828,0.8041296022480828,,invariant,n/a
framework_d_electron_weighted,lattice_rotation,mixed_anion,0.5,0.5,,invariant,n/a
space_group_number,lattice_rotation,mixed_anion,1.0,1.0,,invariant,n/a
wyckoff_diversity,lattice_rotation,mixed_anion,7.0,7.0,,invariant,n/a
partial_occupancy_ratio,lattice_rotation,mixed_anion,0.0,0.0,,invariant,n/a
coordination_cv,lattice_rotation,mixed_anion,0.16129032258064516,0.16129032258064516,,invariant,n/a
volume_cv,lattice_rotation,mixed_anion,0.19210186172022045,0.19210186172022056,,invariant,n/a
a2_max_dist,supercell,mixed_anion,3.4641016151377544,3.4641016151377544,1,invariant,n/a
poly_distortion_mean,supercell,mixed_anion,0.046070182678574816,0.046070182678574816,1,invariant,n/a
max_bond_length,supercell,mixed_anion,3.4641016151377544,3.4641016151377544,1,invariant,n/a
min_bond_length,supercell,mixed_anion,3.1462643699419726,3.1462643699419726,1,invariant,n/a
mean_bond_length,supercell,mixed_anion,3.3581558667391604,3.3581558667391604,1,invariant,n/a
target_bond_center,supercell,mixed_anion,2.533333333333333,2.533333333333333,1,invariant,n/a
poly_volume_mean,supercell,mixed_anion,81.6648148148148,81.6648148148148,1,invariant,n/a
coordination_number_mean,supercell,mixed_anion,2.5,2.5,1,invariant,n/a
ellipsoid_oblateness,supercell,mixed_anion,2.000000000000001,2.000000000000001,1,invariant,n/a
direction_ratio,supercell,mixed_anion,1.0,1.0,1,invariant,n/a
bottleneck_anisotropy,supercell,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_composite,supercell,mixed_anion,0.0,0.0,n/a,invariant,n/a
avg_na_neighbors,supercell,mixed_anion,0.0,0.0,n/a,invariant,n/a
largest_component_ratio,supercell,mixed_anion,0.5,0.25,0.5,changed,n/a
network_dimension,supercell,mixed_anion,0.0,0.0,n/a,invariant,n/a
component_count,supercell,mixed_anion,2.0,4.0,2,changed,n/a
na_concentration,supercell,mixed_anion,0.2857142857142857,0.2857142857142857,1,invariant,n/a
na_occupancy_sum,supercell,mixed_anion,2.0,4.0,2,changed,n/a
na_site_count,supercell,mixed_anion,2.0,4.0,2,changed,n/a
interstitial_count,supercell,mixed_anion,39.0,78.0,2,changed,n/a
interstitial_na_distance,supercell,mixed_anion,3.470415540000379,3.4708630205063944,1.00013,changed,n/a
interstitial_channel_access,supercell,mixed_anion,0.1282051282051282,0.1282051282051282,1,invariant,n/a
interstitial_network_dim,supercell,mixed_anion,2.0,2.0,1,invariant,n/a
bvse_barrier_estimate,supercell,mixed_anion,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,supercell,mixed_anion,1.0745187615662664,1.0745187615662664,1,invariant,n/a
framework_poly_distortion,supercell,mixed_anion,0.09214036535714963,0.09214036535714963,1,invariant,n/a
framework_na_distance_stability,supercell,mixed_anion,0.17157287525380996,0.3528852520921695,2.05677,changed,n/a
framework_sharing_topology,supercell,mixed_anion,1.0,1.0,1,invariant,n/a
nana_nana_angle_mean,supercell,mixed_anion,nan,50.012493931038634,n/a,nan_introduced,n/a
nana_second_neighbor_dist,supercell,mixed_anion,nan,6.928203230275509,n/a,nan_introduced,n/a
path_tortuosity,supercell,mixed_anion,nan,1.0,n/a,nan_introduced,n/a
nana_spacing_uniformity,supercell,mixed_anion,0.0,0.06935035412101478,n/a,changed,n/a
na_x_en_diff,supercell,mixed_anion,2.614,2.614,1,invariant,n/a
charge_balance_deviation,supercell,mixed_anion,0.4666666666666667,0.4666666666666667,1,invariant,n/a
covalency_index,supercell,mixed_anion,0.8041296022480828,0.8041296022480828,1,invariant,n/a
framework_d_electron_weighted,supercell,mixed_anion,0.5,0.5,1,invariant,n/a
space_group_number,supercell,mixed_anion,1.0,1.0,1,invariant,n/a
wyckoff_diversity,supercell,mixed_anion,7.0,7.0,1,invariant,n/a
partial_occupancy_ratio,supercell,mixed_anion,0.0,0.0,n/a,invariant,n/a
coordination_cv,supercell,mixed_anion,0.16129032258064516,0.16129032258064516,1,invariant,n/a
volume_cv,supercell,mixed_anion,0.19210186172022045,0.19210186172022045,1,invariant,n/a
a2_max_dist,isotropic_scale,mixed_anion,3.4641016151377544,3.637306695894642,1.05,changed,false
poly_distortion_mean,isotropic_scale,mixed_anion,0.046070182678574816,0.04607018267857483,1,invariant,false
max_bond_length,isotropic_scale,mixed_anion,3.4641016151377544,3.637306695894642,1.05,changed,false
min_bond_length,isotropic_scale,mixed_anion,3.1462643699419726,3.303577588439071,1.05,changed,false
mean_bond_length,isotropic_scale,mixed_anion,3.3581558667391604,3.5260636600761184,1.05,changed,false
target_bond_center,isotropic_scale,mixed_anion,2.533333333333333,2.533333333333333,1,invariant,true
poly_volume_mean,isotropic_scale,mixed_anion,81.6648148148148,94.53723125000002,1.15763,changed,false
coordination_number_mean,isotropic_scale,mixed_anion,2.5,2.5,1,invariant,false
ellipsoid_oblateness,isotropic_scale,mixed_anion,2.000000000000001,2.0000000000000004,1,invariant,false
direction_ratio,isotropic_scale,mixed_anion,1.0,1.0,1,invariant,false
bottleneck_anisotropy,isotropic_scale,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_composite,isotropic_scale,mixed_anion,0.0,0.0,n/a,invariant,n/a
avg_na_neighbors,isotropic_scale,mixed_anion,0.0,0.0,n/a,invariant,n/a
largest_component_ratio,isotropic_scale,mixed_anion,0.5,0.5,1,invariant,false
network_dimension,isotropic_scale,mixed_anion,0.0,0.0,n/a,invariant,n/a
component_count,isotropic_scale,mixed_anion,2.0,2.0,1,invariant,false
na_concentration,isotropic_scale,mixed_anion,0.2857142857142857,0.2857142857142857,1,invariant,true
na_occupancy_sum,isotropic_scale,mixed_anion,2.0,2.0,1,invariant,false
na_site_count,isotropic_scale,mixed_anion,2.0,2.0,1,invariant,false
interstitial_count,isotropic_scale,mixed_anion,39.0,39.0,1,invariant,false
interstitial_na_distance,isotropic_scale,mixed_anion,3.470415540000379,3.6448760260630317,1.05027,changed,false
interstitial_channel_access,isotropic_scale,mixed_anion,0.1282051282051282,0.05128205128205128,0.4,changed,true
interstitial_network_dim,isotropic_scale,mixed_anion,2.0,2.0,1,invariant,false
bvse_barrier_estimate,isotropic_scale,mixed_anion,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,isotropic_scale,mixed_anion,1.0745187615662664,1.1282446996445796,1.05,changed,true
framework_poly_distortion,isotropic_scale,mixed_anion,0.09214036535714963,0.09214036535714969,1,invariant,false
framework_na_distance_stability,isotropic_scale,mixed_anion,0.17157287525380996,0.17157287525380988,1,invariant,false
framework_sharing_topology,isotropic_scale,mixed_anion,1.0,1.0,1,invariant,false
nana_nana_angle_mean,isotropic_scale,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,isotropic_scale,mixed_anion,nan,nan,n/a,nan_both,n/a
path_tortuosity,isotropic_scale,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,isotropic_scale,mixed_anion,0.0,0.0,n/a,invariant,n/a
na_x_en_diff,isotropic_scale,mixed_anion,2.614,2.614,1,invariant,false
charge_balance_deviation,isotropic_scale,mixed_anion,0.4666666666666667,0.4666666666666667,1,invariant,false
covalency_index,isotropic_scale,mixed_anion,0.8041296022480828,0.8041296022480828,1,invariant,false
framework_d_electron_weighted,isotropic_scale,mixed_anion,0.5,0.5,1,invariant,false
space_group_number,isotropic_scale,mixed_anion,1.0,1.0,1,invariant,false
wyckoff_diversity,isotropic_scale,mixed_anion,7.0,7.0,1,invariant,false
partial_occupancy_ratio,isotropic_scale,mixed_anion,0.0,0.0,n/a,invariant,n/a
coordination_cv,isotropic_scale,mixed_anion,0.16129032258064516,0.16129032258064516,1,invariant,false
volume_cv,isotropic_scale,mixed_anion,0.19210186172022045,0.19210186172022045,1,invariant,false
a2_max_dist,occupancy_split,mixed_anion,3.4641016151377544,3.4641016151377544,,invariant,n/a
poly_distortion_mean,occupancy_split,mixed_anion,0.046070182678574816,0.05051025721682187,,changed,n/a
max_bond_length,occupancy_split,mixed_anion,3.4641016151377544,3.4641016151377544,,invariant,n/a
min_bond_length,occupancy_split,mixed_anion,3.1462643699419726,3.1462643699419726,,invariant,n/a
mean_bond_length,occupancy_split,mixed_anion,3.3581558667391604,3.3051829925398635,,changed,n/a
target_bond_center,occupancy_split,mixed_anion,2.533333333333333,2.5033333333333334,,changed,n/a
poly_volume_mean,occupancy_split,mixed_anion,81.6648148148148,81.6648148148148,,invariant,n/a
coordination_number_mean,occupancy_split,mixed_anion,2.5,3.0,,changed,n/a
ellipsoid_oblateness,occupancy_split,mixed_anion,2.000000000000001,1.3333333333333333,,changed,n/a
direction_ratio,occupancy_split,mixed_anion,1.0,1.0,,invariant,n/a
bottleneck_anisotropy,occupancy_split,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_composite,occupancy_split,mixed_anion,0.0,0.0,,invariant,n/a
avg_na_neighbors,occupancy_split,mixed_anion,0.0,0.0,,invariant,n/a
largest_component_ratio,occupancy_split,mixed_anion,0.5,0.5,,invariant,n/a
network_dimension,occupancy_split,mixed_anion,0.0,0.0,,invariant,n/a
component_count,occupancy_split,mixed_anion,2.0,2.0,,invariant,n/a
na_concentration,occupancy_split,mixed_anion,0.2857142857142857,0.25,,changed,n/a
na_occupancy_sum,occupancy_split,mixed_anion,2.0,2.0,,invariant,n/a
na_site_count,occupancy_split,mixed_anion,2.0,2.0,,invariant,n/a
interstitial_count,occupancy_split,mixed_anion,39.0,39.0,,invariant,n/a
interstitial_na_distance,occupancy_split,mixed_anion,3.470415540000379,3.470415540000379,,invariant,n/a
interstitial_channel_access,occupancy_split,mixed_anion,0.1282051282051282,0.1282051282051282,,invariant,n/a
interstitial_network_dim,occupancy_split,mixed_anion,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,occupancy_split,mixed_anion,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,occupancy_split,mixed_anion,1.0745187615662664,1.0395146596724578,,changed,n/a
framework_poly_distortion,occupancy_split,mixed_anion,0.09214036535714963,0.10102051443364374,,changed,n/a
