auid,compound,status,output_file,source_file,source_url,aurl,catalog,species,nspecies,natoms,spacegroup_orig,spacegroup_relax,pearson_orig,pearson_relax,prototype_orig,prototype_relax,band_gap_eV,formation_enthalpy_eV_atom,aflowlib_date,aflowlib_version,error
aflow:82303e1fe005121d,I1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\I1Na1__ICSD__82303e1fe005121d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I1Na1_ICSD_61504,ICSD,"I,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_a_b,3.6141,-1.27914,"['20140924_08:39:54_GMT-5', '20140924_10:49:49_GMT-5', '20210523_14:26:04_GMT-5']",3.2.9,
aflow:8243852b2f528ead,Na8O16Te4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na8O16Te4__ICSD__8243852b2f528ead.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Na2O4Te1_ICSD_1108,ICSD,"Na,O,Te",3,28,60,60,oP28,oP28,A2B4C_oP28_60_2c_2d_c,A2B4C_oP28_60_2c_2d_c,1.83,-1.43474,"['20141215_14:36:43_GMT-5', '20141216_03:05:05_GMT-5', '20210902_03:15:48_GMT-4']",3.2.11,
aflow:82745c9d06b1e55f,Cl1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1Na1__ICSD__82745c9d06b1e55f.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Na1_ICSD_43434,ICSD,"Cl,Na",2,2,221,221,cP2,cP2,AB_cP2_221_b_a,AB_cP2_221_b_a,4.0312,-1.68424,"['20141210_03:54:38_GMT-5', '20141210_04:17:15_GMT-5', '20210522_04:42:01_GMT-5']",3.2.9,
aflow:82a178672a734c47,Cl1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1Na1__ICSD__82a178672a734c47.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_240600,ICSD,"Cl,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,5.0363,-1.83954,"['20140925_02:35:33_GMT-5', '20140925_03:42:05_GMT-5', '20210523_03:02:51_GMT-5']",3.2.9,
aflow:82bcd0e11b7d734c,C2H2Na2O4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2H2Na2O4__ICSD__82bcd0e11b7d734c.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1H1Na1O2_ICSD_151257,ICSD,"C,H,Na,O",4,10,15,15,mS20,mS20,ABCD2_mC20_15_e_e_e_f,ABCD2_mC20_15_e_e_e_f,4.8579,-1.28373,"['20141023_12:29:09_GMT-4', '20141023_20:15:32_GMT-4', '20210902_15:46:31_GMT-4']",3.2.11,
aflow:82f2075db79718ac,I1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\I1Na1__ICSD__82f2075db79718ac.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I1Na1_ICSD_53823,ICSD,"I,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,3.6131,-1.27919,"['20140925_09:19:47_GMT-5', '20140925_10:54:52_GMT-5', '20210523_14:25:50_GMT-5']",3.2.9,
aflow:835006ceab6ca76a,Ge4Na8Se10,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Ge4Na8Se10__ICSD__835006ceab6ca76a.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Ge4Na8Se10_ICSD_61401,ICSD,"Ge,Na,Se",3,22,2,2,aP22,aP22,A2B4C5_aP22_2_2i_be3i_5i,A2B4C5_aP22_2_2i_be3i_5i,1.6582,-0.815024,"['20150108_07:27:34_GMT-5', '20150112_06:25:34_GMT-5', '20210602_05:45:23_GMT-5']",3.2.9,
aflow:83c027f1ca50ba9f,Na8O8Si2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na8O8Si2__ICSD__83c027f1ca50ba9f.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Na4O4Si1_ICSD_15500,ICSD,"Na,O,Si",3,18,2,2,aP18,aP18,A4B4C_aP18_2_4i_4i_i,A4B4C_aP18_2_4i_4i_i,3.2589,-2.09997,"['20120723_10:17:30_GMT-5', '20120726_19:06:22_GMT-5', '20210624_12:31:44_GMT-5']",3.2.9,
aflow:83c7cd08d230121c,Na8S20Si8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na8S20Si8__ICSD__83c7cd08d230121c.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na2S5Si2_ICSD_166532,ICSD,"Na,S,Si",3,36,63,63,oS72,oS72,A2B5C2_oC72_63_eg_2cfgh_fg,A2B5C2_oC72_63_eg_2cfgh_fg,3.5236,-0.92308,"['20130106_11:37:40_GMT-5', '20130109_00:51:59_GMT-5', '20210530_14:43:13_GMT-5']",3.2.9,
aflow:84b98da23dee1df6,Na8S16,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na8S16__ICSD__84b98da23dee1df6.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Na2S4_ICSD_2586,ICSD,"Na,S",2,24,122,122,tI48,tI48,AB2_tI48_122_cd_2e,AB2_tI48_122_cd_2e,1.995,-0.587857,"['20140629_19:27:49_GMT-5', '20140701_10:14:47_GMT-5', '20210521_17:54:29_GMT-5']",3.2.9,
aflow:84cf80281e1d15ce,Na4O8Se2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O8Se2__ICSD__84cf80281e1d15ce.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCF/Na2O4Se1_ICSD_16042,ICSD,"Na,O,Se",3,14,70,70,oF56,oF56,A2B4C_oF56_70_e_h_a,A2B4C_oF56_70_g_h_a,3.3341,-1.37293,"['20140702_05:07:06_GMT-4', '20140702_22:04:28_GMT-4', '20210831_23:40:01_GMT-4']",3.2.11,
aflow:8577bc4f8bd6a913,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__8577bc4f8bd6a913.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na2O3_ICSD_281362,ICSD,"C,Na,O",3,12,12,12,mS24,mS24,AB2C3_mC24_12_i_aci_ij,AB2C3_mC24_12_i_aci_ij,3.8686,-1.74782,"['20140529_19:21:54_GMT-4', '20140530_04:03:15_GMT-4', '20210902_11:22:43_GMT-4']",3.2.11,
aflow:867f6ac1d19f040c,Na2O6Sb2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na2O6Sb2__ICSD__867f6ac1d19f040c.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1O3Sb1_ICSD_78011,ICSD,"Na,O,Sb",3,10,148,148,hR10,hR10,AB3C_hR10_148_c_f_c,AB3C_hR10_148_c_f_c,2.6903,-1.71212,"['20150513_06:09:30_GMT-5', '20150513_14:04:24_GMT-5', '20210623_15:20:26_GMT-5']",3.2.9,
aflow:8688245627a08f2a,C1Na4O4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C1Na4O4__ICSD__8688245627a08f2a.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/C1Na4O4_ICSD_245410,ICSD,"C,Na,O",3,9,8,8,mP9,mS18,AB4C4_mC18_8_a_2b_2ab,AB4C4_mC18_8_a_2b_2ab,1.6948,-1.29197,"['20141016_18:36:32_GMT-4', '20141017_13:40:02_GMT-4', '20210901_03:25:58_GMT-4']",3.2.11,
aflow:871c32dff7a13004,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__871c32dff7a13004.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na2O3_ICSD_12168,ICSD,"C,Na,O",3,12,12,12,mS24,mS24,AB2C3_mC24_12_i_aci_ij,AB2C3_mC24_12_i_aci_ij,3.8589,-1.74781,"['20141226_12:48:32_GMT-5', '20141227_02:30:03_GMT-5', '20210902_11:21:05_GMT-4']",3.2.11,
aflow:8753680d36ea23a6,F6Na1Sb1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\F6Na1Sb1__ICSD__8753680d36ea23a6.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Na1Sb1_ICSD_56251,ICSD,"F,Na,Sb",3,8,225,225,cF32,cF32,A6BC_cF32_225_e_b_a,A6BC_cF32_225_e_b_a,4.8644,-2.59423,"['20141012_19:03:04_GMT-5', '20141012_22:52:40_GMT-5', '20210523_10:11:03_GMT-5']",3.2.9,
aflow:8770a7b53129df89,F6Na1Sb1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\F6Na1Sb1__ICSD__8770a7b53129df89.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Na1Sb1_ICSD_16640,ICSD,"F,Na,Sb",3,8,225,225,cF32,cF32,A6BC_cF32_225_e_b_a,A6BC_cF32_225_e_b_a,4.842,-2.59408,"['20150112_02:10:50_GMT-5', '20150112_04:56:34_GMT-5', '20210707_10:55:58_GMT-5']",3.2.10,
aflow:87b1f1d0cc47d6b1,C2H8Na8O18P4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2H8Na8O18P4__ICSD__87b1f1d0cc47d6b1.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/C1H4Na4O9P2_ICSD_19,ICSD,"C,H,Na,O,P",5,40,81,81,tP40,tP40,AB4C4D9E2_tP40_81_g_2h_2h_g4h_h,AB4C4D9E2_tP40_81_g_2h_2h_g4h_h,2.1348,-1.66471,"['20140528_02:40:28_GMT-4', '20140530_14:59:20_GMT-4', '20210902_20:29:23_GMT-4']",3.2.11,
aflow:888be7b2d4e0d836,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__888be7b2d4e0d836.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na2O3_ICSD_80995,ICSD,"C,Na,O",3,12,12,12,mS24,mS24,AB2C3_mC24_12_i_aci_ij,AB2C3_mC24_12_i_aci_ij,3.8664,-1.74774,"['20140722_14:05:20_GMT-4', '20140723_16:33:56_GMT-4', '20210902_14:38:01_GMT-4']",3.2.11,
aflow:88d1b7193799ed75,F18Ge3Na6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\F18Ge3Na6__ICSD__88d1b7193799ed75.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/F6Ge1Na2_ICSD_69623,ICSD,"F,Ge,Na",3,27,150,150,hP27,hP27,A6BC2_hP27_150_3g_ad_ef,A6BC2_hP27_150_3g_ad_ef,5.7242,-2.71633,"['20150115_18:37:40_GMT-5', '20150116_21:58:19_GMT-5', '20210525_11:27:08_GMT-5']",3.2.9,
aflow:89615efc0a0dfb77,Na4O12Sb4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O12Sb4__ICSD__89615efc0a0dfb77.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na1O3Sb1_ICSD_25540,ICSD,"Na,O,Sb",3,20,227,227,cF80,cF80,AB3C_cF80_227_c_f_d,AB3C_cF80_227_d_f_c,1.4776,-1.65693,"['20150120_21:50:12_GMT-5', '20150121_09:29:27_GMT-5', '20210707_21:36:31_GMT-5']",3.2.10,
aflow:8a34f1edd2f546fc,Na8S20Si8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na8S20Si8__ICSD__8a34f1edd2f546fc.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na4S10Si4_ICSD_66867,ICSD,"Na,S,Si",3,36,63,63,oS72,oS72,A2B5C2_oC72_63_eg_2cfgh_fg,A2B5C2_oC72_63_eg_2cfgh_fg,3.5173,-0.922927,"['20170419_18:55:43_GMT-5', '20170420_05:44:07_GMT-5', '20210530_14:52:46_GMT-5']",3.2.9,
aflow:8a6423b1f506ff98,B2H8Na2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B2H8Na2__ICSD__8a6423b1f506ff98.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/B1H4Na1_ICSD_165836,ICSD,"B,H,Na",3,12,114,114,tP12,tP12,AB4C_tP12_114_b_e_a,AB4C_tP12_114_b_e_a,6.3242,-0.328298,"['20140811_10:27:07_GMT-5', '20140811_13:19:24_GMT-5', '20210601_06:37:15_GMT-5']",3.2.9,
aflow:8b4474c29774f168,H24Na4O24P4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H24Na4O24P4__ICSD__8b4474c29774f168.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/H6Na1O6P1_ICSD_65,ICSD,"H,Na,O,P",4,56,19,19,oP56,oP56,A6BC6D_oP56_19_6a_a_6a_a,A6BC6D_oP56_19_6a_a_6a_a,5.2145,-1.49512,"['20180528_03:47:24_GMT-4', '20180530_02:37:08_GMT-4', '20210901_19:42:17_GMT-4']",3.2.11,
aflow:8b70793d04bc50d5,B2F8Na2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B2F8Na2__ICSD__8b70793d04bc50d5.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1F4Na1_ICSD_30435,ICSD,"B,F,Na",3,12,63,63,oS24,oS24,AB4C_oC24_63_c_fg_c,AB4C_oC24_63_c_fg_c,7.8228,-2.97173,"['20140901_14:46:05_GMT-5', '20140901_19:45:56_GMT-5', '20210530_04:19:32_GMT-5']",3.2.9,
aflow:8e0122222e4487d6,Cl1F1Na6O8S2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1F1Na6O8S2__ICSD__8e0122222e4487d6.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1F1Na6O8S2_ICSD_29330,ICSD,"Cl,F,Na,O,S",5,18,225,225,cF72,cF72,ABC6D8E2_cF72_225_b_a_e_f_c,ABC6D8E2_cF72_225_b_a_e_f_c,4.8067,-1.94757,"['20140806_12:21:34_GMT-4', '20140806_19:46:01_GMT-4', '20210831_20:37:14_GMT-4']",3.2.11,
aflow:8ec0ddedd7a8e8ea,F6Na1P1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\F6Na1P1__ICSD__8ec0ddedd7a8e8ea.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Na1P1_ICSD_90615,ICSD,"F,Na,P",3,8,225,225,cF32,cF32,A6BC_cF32_225_e_b_a,A6BC_cF32_225_e_a_b,6.9841,-2.75344,"['20150108_03:15:12_GMT-5', '20150108_05:24:00_GMT-5', '20210707_12:52:47_GMT-5']",3.2.10,
aflow:8f5cbd42a06be5b7,N2Na2O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\N2Na2O6__ICSD__8f5cbd42a06be5b7.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/N1Na1O3_ICSD_64867,ICSD,"N,Na,O",3,10,167,167,hR10,hR10,ABC3_hR10_167_a_b_e,ABC3_hR10_167_a_b_e,2.9559,-0.973787,"['20141024_02:40:07_GMT-4', '20141024_10:35:51_GMT-4', '20210830_19:14:52_GMT-4']",3.2.11,
aflow:8ff7034f6bd9ca4c,Cl4Na4O12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl4Na4O12__ICSD__8ff7034f6bd9ca4c.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Na1O3_ICSD_1117,ICSD,"Cl,Na,O",3,20,198,198,cP20,cP20,ABC3_cP20_198_a_a_b,ABC3_cP20_198_a_a_b,5.6206,-0.695887,"['20150113_03:44:56_GMT-5', '20150113_06:10:21_GMT-5', '20210901_17:41:03_GMT-4']",3.2.11,
aflow:9017f9c64ead22ab,Cl1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1Na1__ICSD__9017f9c64ead22ab.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_240603,ICSD,"Cl,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_a_b,5.0498,-1.83934,"['20140924_20:04:14_GMT-5', '20140924_21:20:48_GMT-5', '20210523_03:04:18_GMT-5']",3.2.9,
aflow:9070468a9636ae44,C4H16N4Na4O8S4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C4H16N4Na4O8S4__ICSD__9070468a9636ae44.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1H4N1Na1O2S1_ICSD_30920,ICSD,"C,H,N,Na,O,S",6,40,15,15,mS80,mS80,AB4CDE2F_mC80_15_f_4f_f_2e_2f_f,AB4CDE2F_mC80_15_f_4f_f_2e_2f_f,3.9868,-0.772101,"['20170510_23:56:00_GMT-4', '20170511_08:01:03_GMT-4', '20210902_15:30:46_GMT-4']",3.2.11,
aflow:90eddf11eef225fb,Na2Te1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na2Te1__ICSD__90eddf11eef225fb.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2Te1_ICSD_182741,ICSD,"Na,Te",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,2.0698,-0.937305,"['20140926_01:04:16_GMT-5', '20140926_02:34:24_GMT-5', '20210707_15:08:05_GMT-5']",3.2.10,
aflow:91246a1a9d64ffbb,F18Na6Si3,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\F18Na6Si3__ICSD__91246a1a9d64ffbb.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/F6Na2Si1_ICSD_30348,ICSD,"F,Na,Si",3,27,164,164,hP27,hP27,A6B2C_hP27_164_3i_g_ad,A6B2C_hP27_164_3i_g_ad,6.8664,-3.04971,"['20140811_20:53:37_GMT-5', '20140814_14:24:25_GMT-5', '20210525_11:38:06_GMT-5']",3.2.9,
aflow:922af06849053e52,C4F12H8Na4O16S4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C4F12H8Na4O16S4__ICSD__922af06849053e52.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/C1F3H2Na1O4S1_ICSD_151031,ICSD,"C,F,H,Na,O,S",6,48,2,2,aP48,aP48,AB3C2DE4F_aP48_2_2i_6i_4i_2i_8i_2i,AB3C2DE4F_aP48_2_2i_6i_4i_2i_8i_2i,3.1878,-1.01022,"['20180415_15:20:38_GMT-4', '20180418_09:26:00_GMT-4', '20210901_05:36:12_GMT-4']",3.2.11,
aflow:92555927119296b6,H8Na2O16P2S2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H8Na2O16P2S2__ICSD__92555927119296b6.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/H4Na1O8P1S1_ICSD_411163,ICSD,"H,Na,O,P,S",5,30,4,1,mP30,aP30,A4BC8DE_mP30_4_4a_a_8a_a_a,A4BC8DE_aP30_1_8a_2a_16a_2a_2a,5.6172,-1.54928,"['20161004_10:56:40_GMT-4', '20161012_17:56:43_GMT-4', '20210901_11:13:36_GMT-4']",3.2.11,
aflow:92fd352b0aa29f3c,F24Na4Sb4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\F24Na4Sb4__ICSD__92fd352b0aa29f3c.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F6Na1Sb1_ICSD_25538,ICSD,"F,Na,Sb",3,32,205,205,cP32,cP32,A6BC_cP32_205_d_a_b,A6BC_cP32_205_d_b_a,4.8782,-2.59407,"['20141228_18:38:32_GMT-5', '20141229_14:47:15_GMT-5', '20210708_12:08:25_GMT-5']",3.2.10,
aflow:937a9fb7fc81a4a0,H8Na4O16P4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H8Na4O16P4__ICSD__937a9fb7fc81a4a0.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/H8Na4O16P4_ICSD_62838,ICSD,"H,Na,O,P",4,32,2,2,aP32,aP32,A2BC4D_aP32_2_4i_2i_8i_2i,A2BC4D_aP32_2_4i_2i_8i_2i,5.105,-1.8025,"['20161022_01:06:08_GMT-4', '20161026_05:21:36_GMT-4', '20210831_05:42:00_GMT-4']",3.2.11,
aflow:94587ad1b3074600,C2Na4S6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4S6__ICSD__94587ad1b3074600.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na2S3_ICSD_73094,ICSD,"C,Na,S",3,12,15,15,mS24,mS24,AB2C3_mC24_15_e_f_ef,AB2C3_mC24_15_e_f_ef,1.1833,-0.47855,"['20150612_00:53:15_GMT-5', '20150612_09:40:44_GMT-5', '20210527_20:12:25_GMT-5']",3.2.9,
aflow:9466351a9cbac2c9,Cl1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1Na1__ICSD__9466351a9cbac2c9.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_28948,ICSD,"Cl,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,5.0569,-1.83901,"['20140714_17:30:03_GMT-5', '20140714_19:05:14_GMT-5', '20210523_03:04:27_GMT-5']",3.2.9,
aflow:959cacf114da1aea,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__959cacf114da1aea.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na2O3_ICSD_80989,ICSD,"C,Na,O",3,12,12,12,mS24,mS24,AB2C3_mC24_12_i_aci_ij,AB2C3_mC24_12_i_aci_ij,3.8837,-1.7478,"['20140714_17:23:44_GMT-4', '20140715_14:11:54_GMT-4', '20210902_13:15:16_GMT-4']",3.2.11,
aflow:95d0a616a548dade,B2F8Na2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B2F8Na2__ICSD__95d0a616a548dade.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1F4Na1_ICSD_161160,ICSD,"B,F,Na",3,12,63,63,oS24,oS24,AB4C_oC24_63_c_fg_c,AB4C_oC24_63_c_fg_c,7.8218,-2.97148,"['20140819_19:02:38_GMT-5', '20140819_23:26:44_GMT-5', '20210530_04:19:19_GMT-5']",3.2.9,
aflow:95d67d501056d8c2,Na4S2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4S2__ICSD__95d67d501056d8c2.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na2S1_ICSD_92772,ICSD,"Na,S",2,6,194,194,hP6,hP6,A2B_hP6_194_ad_c,A2B_hP6_194_ad_c,1.7298,-0.971916,"['20150101_23:03:36_GMT-5', '20150102_01:37:31_GMT-5', '20210526_01:01:04_GMT-5']",3.2.9,
aflow:962c297f2fbf4294,H2Na2O2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H2Na2O2__ICSD__962c297f2fbf4294.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/H1Na1O1_ICSD_61046,ICSD,"H,Na,O",3,6,63,63,oS12,oS12,ABC_oC12_63_c_c_c,ABC_oC12_63_c_c_c,2.8128,-1.33489,"['20141010_20:23:33_GMT-4', '20141011_00:53:43_GMT-4', '20210831_08:38:21_GMT-4']",3.2.11,
aflow:96487c45c89c7f68,Na2S1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na2S1__ICSD__96487c45c89c7f68.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2S1_ICSD_644959,ICSD,"Na,S",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,2.4908,-1.07528,"['20140925_18:14:17_GMT-5', '20140925_19:43:40_GMT-5', '20210523_19:53:47_GMT-5']",3.2.9,
aflow:96b722abacbbfa05,Na2Se1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na2Se1__ICSD__96b722abacbbfa05.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2Se1_ICSD_645026,ICSD,"Na,Se",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,2.0514,-1.07446,"['20140926_01:03:44_GMT-5', '20140926_02:56:10_GMT-5', '20210523_19:56:19_GMT-5']",3.2.9,
aflow:96d2cf078df619d9,Cl2Na2O8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl2Na2O8__ICSD__96d2cf078df619d9.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cl1Na1O4_ICSD_51730,ICSD,"Cl,Na,O",3,12,63,63,oS24,oS24,ABC4_oC24_63_c_c_fg,ABC4_oC24_63_c_c_fg,5.4317,-0.574272,"['20141101_15:52:58_GMT-4', '20141102_22:11:10_GMT-5', '20210831_08:08:51_GMT-4']",3.2.11,
aflow:9746da545323237d,C1Na4O4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C1Na4O4__ICSD__9746da545323237d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/C1Na4O4_ICSD_245412,ICSD,"C,Na,O",3,9,146,146,hR9,hR9,AB4C4_hR9_146_a_ab_ab,AB4C4_hR9_146_a_ab_ab,1.9682,-1.26715,"['20141204_03:16:47_GMT-5', '20141204_11:43:54_GMT-5', '20210830_19:48:44_GMT-4']",3.2.11,
aflow:97b6d2a620628ecd,B4Na12P8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B4Na12P8__ICSD__97b6d2a620628ecd.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/B1Na3P2_ICSD_300124,ICSD,"B,Na,P",3,24,14,14,mP24,mP24,AB3C2_mP24_14_e_3e_2e,AB3C2_mP24_14_e_3e_2e,1.8896,-0.366965,"['20140829_20:27:21_GMT-5', '20140831_05:52:46_GMT-5', '20210526_16:13:48_GMT-5']",3.2.9,
aflow:98107b469b0f7cbd,Na4O8S2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O8S2__ICSD__98107b469b0f7cbd.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na2O4S1_ICSD_76002,ICSD,"Na,O,S",3,14,63,63,oS28,oS28,A2B4C_oC28_63_ac_fg_c,A2B4C_oC28_63_ac_fg_c,4.9935,-1.83243,"['20141108_05:15:54_GMT-5', '20141108_20:58:45_GMT-5', '20210831_07:34:35_GMT-4']",3.2.11,
